Time,AES ID,DP AES Owner,Channel Name,Ocean Region,GES ID (octal),Channel Bearer,Channel Unit ID,Channel Type,Superframe Number,Frame Number,Slot Number,SU Number,SU Type,SU Type Code,SU Contents,Q Number,Reference Number,Ack Control,SDM Figure,CRC Correct,Missed T-Channel Burst,Broadcast,Rx Power (dBm),C/No,Frequency Offset (Hz),Estimated BER,Burst Timing Offset (microseconds)
7/03/2014 16:56:03.348,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,163,,10240
7/03/2014 16:56:03.508,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,163,,10240
7/03/2014 16:56:03.668,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,162,,10240
7/03/2014 16:56:03.828,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,162,,10240
7/03/2014 16:56:03.988,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,163,,10240
7/03/2014 16:56:04.905,35200217,SITADP (3047),IOR-P10500-0-3859,IOR,305,,10,P-Channel TX,,,,,0x62 - Acknowledge User Data,,,,,,,,,,,,,,
7/03/2014 16:56:05.905,35200217,SITADP (3047),IOR-P10500-0-3859,IOR,305,,10,P-Channel TX,,,,,0x71 - User Data (ISU) - RLS,,,,,,,,,,,,,,
7/03/2014 16:56:05.905,35200217,SITADP (3047),IOR-P10500-0-3859,IOR,305,,10,P-Channel TX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,,,
7/03/2014 16:56:05.905,35200217,SITADP (3047),IOR-P10500-0-3859,IOR,305,,10,P-Channel TX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,,,
7/03/2014 16:56:05.905,35200217,SITADP (3047),IOR-P10500-0-3859,IOR,305,,10,P-Channel TX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,,,
7/03/2014 16:56:07.906,35200217,SITADP (3047),IOR-R1200-0-36ED,IOR,305,,4,R-Channel RX,,,,,0x62 - Acknowledge User Data (R-channel),,,,,,,,,,,,158,,15220
7/03/2014 16:56:08.407,35200217,SITADP (3047),IOR-R1200-0-36ED,IOR,305,,4,R-Channel RX,,,,,0x22 - Access Request (R/T-Channel),,,,,,,,,,,,158,,15200
7/03/2014 16:56:08.905,35200217,SITADP (3047),IOR-P10500-0-3859,IOR,305,,10,P-Channel TX,,,,,0x51 - T-Channel Assignment,,,,,,,,,,,,,,
7/03/2014 16:56:12.748,35200217,SITADP (3047),IOR-T1200-0-36FA,IOR,305,,10,T-Channel RX,,,,,0x71 - User Data (ISU) - RLS,,,,,,,,,,,,156,,10260
7/03/2014 16:56:12.949,35200217,SITADP (3047),IOR-T1200-0-36FA,IOR,305,,10,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,156,,10260
7/03/2014 16:56:13.068,35200217,SITADP (3047),IOR-T1200-0-36FA,IOR,305,,10,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,156,,10260
7/03/2014 16:56:13.228,35200217,SITADP (3047),IOR-T1200-0-36FA,IOR,305,,10,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,156,,10260
7/03/2014 16:56:13.403,35200217,SITADP (3047),IOR-T1200-0-36FA,IOR,305,,10,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,156,,10260
7/03/2014 16:56:13.548,35200217,SITADP (3047),IOR-T1200-0-36FA,IOR,305,,10,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,156,,10260
7/03/2014 16:56:14.405,35200217,SITADP (3047),IOR-P10500-0-3859,IOR,305,,10,P-Channel TX,,,,,0x62 - Acknowledge User Data,,,,,,,,,,,,,,
7/03/2014 16:56:15.410,35200217,SITADP (3047),IOR-P10500-0-3859,IOR,305,,10,P-Channel TX,,,,,0x71 - User Data (ISU) - RLS,,,,,,,,,,,,,,
7/03/2014 16:56:15.410,35200217,SITADP (3047),IOR-P10500-0-3859,IOR,305,,10,P-Channel TX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,,,
7/03/2014 16:56:15.410,35200217,SITADP (3047),IOR-P10500-0-3859,IOR,305,,10,P-Channel TX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,,,
7/03/2014 16:56:15.410,35200217,SITADP (3047),IOR-P10500-0-3859,IOR,305,,10,P-Channel TX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,,,
7/03/2014 16:56:17.407,35200217,SITADP (3047),IOR-R1200-0-36ED,IOR,305,,4,R-Channel RX,,,,,0x62 - Acknowledge User Data (R-channel),,,,,,,,,,,,156,,15240
7/03/2014 17:06:49.406,35200217,SITADP (3047),IOR-R1200-0-36ED,IOR,305,,4,R-Channel RX,,,,,0x22 - Access Request (R/T-Channel),,,,,,,,,,,,129,,15600
7/03/2014 17:06:49.906,35200217,SITADP (3047),IOR-P10500-0-3859,IOR,305,,10,P-Channel TX,,,,,0x51 - T-Channel Assignment,,,,,,,,,,,,,,
7/03/2014 17:06:53.749,35200217,SITADP (3047),IOR-T1200-0-3718,IOR,305,,12,T-Channel RX,,,,,0x71 - User Data (ISU) - RLS,,,,,,,,,,,,135,,10600
7/03/2014 17:06:53.909,35200217,SITADP (3047),IOR-T1200-0-3718,IOR,305,,12,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,135,,10600
7/03/2014 17:06:54.069,35200217,SITADP (3047),IOR-T1200-0-3718,IOR,305,,12,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,135,,10600
7/03/2014 17:06:54.229,35200217,SITADP (3047),IOR-T1200-0-3718,IOR,305,,12,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,135,,10600
7/03/2014 17:06:54.389,35200217,SITADP (3047),IOR-T1200-0-3718,IOR,305,,12,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,135,,10600
7/03/2014 17:06:54.550,35200217,SITADP (3047),IOR-T1200-0-3718,IOR,305,,12,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,135,,10600
7/03/2014 17:06:54.736,35200217,SITADP (3047),IOR-T1200-0-3718,IOR,305,,12,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,135,,10600
7/03/2014 17:06:54.869,35200217,SITADP (3047),IOR-T1200-0-3718,IOR,305,,12,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,135,,10600
7/03/2014 17:06:55.045,35200217,SITADP (3047),IOR-T1200-0-3718,IOR,305,,12,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,134,,10600
7/03/2014 17:06:55.189,35200217,SITADP (3047),IOR-T1200-0-3718,IOR,305,,12,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,134,,10600
7/03/2014 17:06:55.349,35200217,SITADP (3047),IOR-T1200-0-3718,IOR,305,,12,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,134,,10600
7/03/2014 17:06:55.509,35200217,SITADP (3047),IOR-T1200-0-3718,IOR,305,,12,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,134,,10600
7/03/2014 17:06:55.669,35200217,SITADP (3047),IOR-T1200-0-3718,IOR,305,,12,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,135,,10600
7/03/2014 17:06:55.829,35200217,SITADP (3047),IOR-T1200-0-3718,IOR,305,,12,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,135,,10600
7/03/2014 17:06:55.989,35200217,SITADP (3047),IOR-T1200-0-3718,IOR,305,,12,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,134,,10600
7/03/2014 17:06:56.029,35200217,SITADP (3047),IOR-T1200-0-3718,IOR,305,,12,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,134,,10600
7/03/2014 17:06:57.749,35200217,SITADP (3047),IOR-T1200-0-3718,IOR,305,,12,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,133,,10600
7/03/2014 17:06:57.909,35200217,SITADP (3047),IOR-T1200-0-3718,IOR,305,,12,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,133,,10600
7/03/2014 17:06:58.069,35200217,SITADP (3047),IOR-T1200-0-3718,IOR,305,,12,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,134,,10600
7/03/2014 17:06:58.236,35200217,SITADP (3047),IOR-T1200-0-3718,IOR,305,,12,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,134,,10600
7/03/2014 17:06:58.389,35200217,SITADP (3047),IOR-T1200-0-3718,IOR,305,,12,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,135,,10600
7/03/2014 17:06:58.569,35200217,SITADP (3047),IOR-T1200-0-3718,IOR,305,,12,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,135,,10600
7/03/2014 17:06:58.709,35200217,SITADP (3047),IOR-T1200-0-3718,IOR,305,,12,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,134,,10600
7/03/2014 17:06:58.869,35200217,SITADP (3047),IOR-T1200-0-3718,IOR,305,,12,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,134,,10600
7/03/2014 17:06:59.052,35200217,SITADP (3047),IOR-T1200-0-3718,IOR,305,,12,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,135,,10600
7/03/2014 17:06:59.197,35200217,SITADP (3047),IOR-T1200-0-3718,IOR,305,,12,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,135,,10600
7/03/2014 17:06:59.349,35200217,SITADP (3047),IOR-T1200-0-3718,IOR,305,,12,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,134,,10600
7/03/2014 17:06:59.509,35200217,SITADP (3047),IOR-T1200-0-3718,IOR,305,,12,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,134,,10600
7/03/2014 17:06:59.682,35200217,SITADP (3047),IOR-T1200-0-3718,IOR,305,,12,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,133,,10600
7/03/2014 17:06:59.829,35200217,SITADP (3047),IOR-T1200-0-3718,IOR,305,,12,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,133,,10600
7/03/2014 17:06:59.989,35200217,SITADP (3047),IOR-T1200-0-3718,IOR,305,,12,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,134,,10600
7/03/2014 17:07:00.905,35200217,SITADP (3047),IOR-P10500-0-3859,IOR,305,,10,P-Channel TX,,,,,0x62 - Acknowledge User Data,,,,,,,,,,,,,,
7/03/2014 17:07:01.905,35200217,SITADP (3047),IOR-P10500-0-3859,IOR,305,,10,P-Channel TX,,,,,0x71 - User Data (ISU) - RLS,,,,,,,,,,,,,,
7/03/2014 17:07:01.905,35200217,SITADP (3047),IOR-P10500-0-3859,IOR,305,,10,P-Channel TX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,,,
7/03/2014 17:07:01.905,35200217,SITADP (3047),IOR-P10500-0-3859,IOR,305,,10,P-Channel TX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,,,
7/03/2014 17:07:01.905,35200217,SITADP (3047),IOR-P10500-0-3859,IOR,305,,10,P-Channel TX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,,,
7/03/2014 17:07:03.907,35200217,SITADP (3047),IOR-R1200-0-36ED,IOR,305,,4,R-Channel RX,,,,,0x62 - Acknowledge User Data (R-channel),,,,,,,,,,,,130,,15600
7/03/2014 17:07:04.406,35200217,SITADP (3047),IOR-R1200-0-36ED,IOR,305,,4,R-Channel RX,,,,,0x22 - Access Request (R/T-Channel),,,,,,,,,,,,131,,15620
7/03/2014 17:07:04.905,35200217,SITADP (3047),IOR-P10500-0-3859,IOR,305,,10,P-Channel TX,,,,,0x51 - T-Channel Assignment,,,,,,,,,,,,,,
7/03/2014 17:07:08.749,35200217,SITADP (3047),IOR-T1200-0-36D8,IOR,305,,8,T-Channel RX,,,,,0x71 - User Data (ISU) - RLS,,,,,,,,,,,,133,,10600
7/03/2014 17:07:08.948,35200217,SITADP (3047),IOR-T1200-0-36D8,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,133,,10600
7/03/2014 17:07:09.069,35200217,SITADP (3047),IOR-T1200-0-36D8,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,133,,10600
7/03/2014 17:07:09.229,35200217,SITADP (3047),IOR-T1200-0-36D8,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,133,,10600
7/03/2014 17:07:09.389,35200217,SITADP (3047),IOR-T1200-0-36D8,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,133,,10600
7/03/2014 17:07:09.548,35200217,SITADP (3047),IOR-T1200-0-36D8,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,133,,10600
7/03/2014 17:07:09.747,35200217,SITADP (3047),IOR-T1200-0-36D8,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,133,,10600
7/03/2014 17:07:09.869,35200217,SITADP (3047),IOR-T1200-0-36D8,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,133,,10600
7/03/2014 17:07:10.029,35200217,SITADP (3047),IOR-T1200-0-36D8,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,132,,10600
7/03/2014 17:07:10.197,35200217,SITADP (3047),IOR-T1200-0-36D8,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,132,,10600
7/03/2014 17:07:10.349,35200217,SITADP (3047),IOR-T1200-0-36D8,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,133,,10600
7/03/2014 17:07:10.509,35200217,SITADP (3047),IOR-T1200-0-36D8,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,133,,10600
7/03/2014 17:07:10.669,35200217,SITADP (3047),IOR-T1200-0-36D8,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,132,,10600
7/03/2014 17:07:10.829,35200217,SITADP (3047),IOR-T1200-0-36D8,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,132,,10600
7/03/2014 17:07:10.989,35200217,SITADP (3047),IOR-T1200-0-36D8,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,132,,10600
7/03/2014 17:07:11.028,35200217,SITADP (3047),IOR-T1200-0-36D8,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,132,,10600
7/03/2014 17:07:12.748,35200217,SITADP (3047),IOR-T1200-0-36D8,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,137,,10600
7/03/2014 17:07:12.909,35200217,SITADP (3047),IOR-T1200-0-36D8,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,137,,10600
7/03/2014 17:07:13.068,35200217,SITADP (3047),IOR-T1200-0-36D8,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,138,,10600
7/03/2014 17:07:13.229,35200217,SITADP (3047),IOR-T1200-0-36D8,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,138,,10600
7/03/2014 17:07:13.388,35200217,SITADP (3047),IOR-T1200-0-36D8,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,137,,10600
7/03/2014 17:07:13.548,35200217,SITADP (3047),IOR-T1200-0-36D8,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,137,,10600
7/03/2014 17:07:13.709,35200217,SITADP (3047),IOR-T1200-0-36D8,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,137,,10600
7/03/2014 17:07:13.868,35200217,SITADP (3047),IOR-T1200-0-36D8,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,137,,10600
7/03/2014 17:07:14.029,35200217,SITADP (3047),IOR-T1200-0-36D8,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,137,,10600
7/03/2014 17:07:14.188,35200217,SITADP (3047),IOR-T1200-0-36D8,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,137,,10600
7/03/2014 17:07:14.348,35200217,SITADP (3047),IOR-T1200-0-36D8,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,137,,10600
7/03/2014 17:07:14.510,35200217,SITADP (3047),IOR-T1200-0-36D8,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,137,,10600
7/03/2014 17:07:14.669,35200217,SITADP (3047),IOR-T1200-0-36D8,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,137,,10600
7/03/2014 17:07:14.829,35200217,SITADP (3047),IOR-T1200-0-36D8,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,137,,10600
7/03/2014 17:07:15.028,35200217,SITADP (3047),IOR-T1200-0-36D8,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,138,,10600
7/03/2014 17:07:15.906,35200217,SITADP (3047),IOR-P10500-0-3859,IOR,305,,10,P-Channel TX,,,,,0x62 - Acknowledge User Data,,,,,,,,,,,,,,
7/03/2014 17:07:16.905,35200217,SITADP (3047),IOR-P10500-0-3859,IOR,305,,10,P-Channel TX,,,,,0x71 - User Data (ISU) - RLS,,,,,,,,,,,,,,
7/03/2014 17:07:16.905,35200217,SITADP (3047),IOR-P10500-0-3859,IOR,305,,10,P-Channel TX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,,,
7/03/2014 17:07:16.905,35200217,SITADP (3047),IOR-P10500-0-3859,IOR,305,,10,P-Channel TX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,,,
7/03/2014 17:07:16.905,35200217,SITADP (3047),IOR-P10500-0-3859,IOR,305,,10,P-Channel TX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,,,
7/03/2014 17:07:18.906,35200217,SITADP (3047),IOR-R1200-0-36ED,IOR,305,,4,R-Channel RX,,,,,0x62 - Acknowledge User Data (R-channel),,,,,,,,,,,,132,,15600
7/03/2014 17:07:19.407,35200217,SITADP (3047),IOR-R1200-0-36ED,IOR,305,,4,R-Channel RX,,,,,0x22 - Access Request (R/T-Channel),,,,,,,,,,,,132,,15660
7/03/2014 17:07:19.905,35200217,SITADP (3047),IOR-P10500-0-3859,IOR,305,,10,P-Channel TX,,,,,0x51 - T-Channel Assignment,,,,,,,,,,,,,,
7/03/2014 17:07:23.766,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,0x71 - User Data (ISU) - RLS,,,,,,,,,,,,137,,10640
7/03/2014 17:07:23.908,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,137,,10640
7/03/2014 17:07:24.069,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,137,,10640
7/03/2014 17:07:24.258,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,137,,10640
7/03/2014 17:07:24.389,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,133,,10640
7/03/2014 17:07:24.559,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,133,,10640
7/03/2014 17:07:24.709,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,133,,10640
7/03/2014 17:07:24.869,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,133,,10640
7/03/2014 17:07:25.029,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,133,,10640
7/03/2014 17:07:25.189,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,133,,10640
7/03/2014 17:07:25.352,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,134,,10640
7/03/2014 17:07:25.509,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,134,,10640
7/03/2014 17:07:25.669,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,134,,10640
7/03/2014 17:07:25.829,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,134,,10640
7/03/2014 17:07:26.003,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,134,,10640
7/03/2014 17:07:26.028,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,134,,10640
7/03/2014 17:07:27.749,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,134,,10640
7/03/2014 17:07:27.909,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,134,,10640
7/03/2014 17:07:28.069,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,134,,10640
7/03/2014 17:07:28.228,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,134,,10640
7/03/2014 17:07:28.388,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,135,,10640
7/03/2014 17:07:28.548,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,135,,10640
7/03/2014 17:07:28.709,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,134,,10640
7/03/2014 17:07:28.894,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,134,,10640
7/03/2014 17:07:29.029,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,134,,10640
7/03/2014 17:07:29.188,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,134,,10640
7/03/2014 17:07:29.349,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,135,,10640
7/03/2014 17:07:29.509,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,135,,10640
7/03/2014 17:07:29.675,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,135,,10640
7/03/2014 17:07:29.829,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,135,,10640
7/03/2014 17:07:29.988,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,135,,10640
7/03/2014 17:07:30.905,35200217,SITADP (3047),IOR-P10500-0-3859,IOR,305,,10,P-Channel TX,,,,,0x62 - Acknowledge User Data,,,,,,,,,,,,,,
7/03/2014 17:07:31.905,35200217,SITADP (3047),IOR-P10500-0-3859,IOR,305,,10,P-Channel TX,,,,,0x71 - User Data (ISU) - RLS,,,,,,,,,,,,,,
7/03/2014 17:07:31.905,35200217,SITADP (3047),IOR-P10500-0-3859,IOR,305,,10,P-Channel TX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,,,
7/03/2014 17:07:31.905,35200217,SITADP (3047),IOR-P10500-0-3859,IOR,305,,10,P-Channel TX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,,,
7/03/2014 17:07:31.905,35200217,SITADP (3047),IOR-P10500-0-3859,IOR,305,,10,P-Channel TX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,,,
7/03/2014 17:07:33.907,35200217,SITADP (3047),IOR-R1200-0-36ED,IOR,305,,4,R-Channel RX,,,,,0x62 - Acknowledge User Data (R-channel),,,,,,,,,,,,130,,15620
7/03/2014 17:07:34.427,35200217,SITADP (3047),IOR-R1200-0-36ED,IOR,305,,4,R-Channel RX,,,,,0x22 - Access Request (R/T-Channel),,,,,,,,,,,,132,,15620
7/03/2014 17:07:34.905,35200217,SITADP (3047),IOR-P10500-0-3859,IOR,305,,10,P-Channel TX,,,,,0x51 - T-Channel Assignment,,,,,,,,,,,,,,
7/03/2014 17:07:38.749,35200217,SITADP (3047),IOR-T1200-0-3718,IOR,305,,12,T-Channel RX,,,,,0x71 - User Data (ISU) - RLS,,,,,,,,,,,,136,,10620
7/03/2014 17:07:38.910,35200217,SITADP (3047),IOR-T1200-0-3718,IOR,305,,12,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,136,,10620
7/03/2014 17:07:39.076,35200217,SITADP (3047),IOR-T1200-0-3718,IOR,305,,12,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,136,,10620
7/03/2014 17:07:39.229,35200217,SITADP (3047),IOR-T1200-0-3718,IOR,305,,12,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,136,,10620
7/03/2014 17:07:39.389,35200217,SITADP (3047),IOR-T1200-0-3718,IOR,305,,12,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,135,,10620
7/03/2014 17:07:39.549,35200217,SITADP (3047),IOR-T1200-0-3718,IOR,305,,12,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,135,,10620
