Time,AES ID,DP AES Owner,Channel Name,Ocean Region,GES ID (octal),Channel Bearer,Channel Unit ID,Channel Type,Superframe Number,Frame Number,Slot Number,SU Number,SU Type,SU Type Code,SU Contents,Q Number,Reference Number,Ack Control,SDM Figure,CRC Correct,Missed T-Channel Burst,Broadcast,Rx Power (dBm),C/No,Frequency Offset (Hz),Estimated BER,Burst Timing Offset (microseconds)
7/03/2014 16:42:45.905,35200217,SITADP (3047),IOR-P10500-0-3859,IOR,305,,10,P-Channel TX,,,,,0x71 - User Data (ISU) - RLS,,,,,,,,,,,,,,
7/03/2014 16:42:45.905,35200217,SITADP (3047),IOR-P10500-0-3859,IOR,305,,10,P-Channel TX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,,,
7/03/2014 16:42:45.905,35200217,SITADP (3047),IOR-P10500-0-3859,IOR,305,,10,P-Channel TX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,,,
7/03/2014 16:42:45.905,35200217,SITADP (3047),IOR-P10500-0-3859,IOR,305,,10,P-Channel TX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,,,
7/03/2014 16:42:47.907,35200217,SITADP (3047),IOR-R1200-0-36ED,IOR,305,,4,R-Channel RX,,,,,0x62 - Acknowledge User Data (R-channel),,,,,,,,,,,,123,,14920
7/03/2014 16:42:48.406,35200217,SITADP (3047),IOR-R1200-0-36ED,IOR,305,,4,R-Channel RX,,,,,0x22 - Access Request (R/T-Channel),,,,,,,,,,,,123,,14900
7/03/2014 16:42:48.905,35200217,SITADP (3047),IOR-P10500-0-3859,IOR,305,,10,P-Channel TX,,,,,0x51 - T-Channel Assignment,,,,,,,,,,,,,,
7/03/2014 16:42:52.748,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,0x71 - User Data (ISU) - RLS,,,,,,,,,,,,131,,9960
7/03/2014 16:42:52.909,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,131,,9960
7/03/2014 16:42:53.068,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,132,,9960
7/03/2014 16:42:53.247,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,132,,9960
7/03/2014 16:42:53.388,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,133,,9960
7/03/2014 16:42:53.548,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,133,,9960
7/03/2014 16:42:53.708,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,133,,9960
7/03/2014 16:42:53.868,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,133,,9960
7/03/2014 16:42:54.028,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,133,,9960
7/03/2014 16:42:54.188,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,133,,9960
7/03/2014 16:42:54.348,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,133,,9960
7/03/2014 16:42:54.509,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,133,,9960
7/03/2014 16:42:54.668,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,134,,9960
7/03/2014 16:42:54.828,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,134,,9960
7/03/2014 16:42:54.988,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,133,,9960
7/03/2014 16:42:55.029,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,133,,9960
7/03/2014 16:42:56.787,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,133,,9960
7/03/2014 16:42:56.909,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,133,,9960
7/03/2014 16:42:57.068,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,133,,9960
7/03/2014 16:42:57.228,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,133,,9960
7/03/2014 16:42:57.388,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,133,,9960
7/03/2014 16:42:57.548,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,133,,9960
7/03/2014 16:42:57.708,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,132,,9960
7/03/2014 16:42:57.868,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,132,,9960
7/03/2014 16:42:58.028,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,134,,9960
7/03/2014 16:42:58.188,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,134,,9960
7/03/2014 16:42:58.359,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,134,,9960
7/03/2014 16:42:58.508,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,134,,9960
7/03/2014 16:42:58.669,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,133,,9960
7/03/2014 16:42:58.828,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,133,,9960
7/03/2014 16:42:59.405,35200217,SITADP (3047),IOR-P10500-0-3859,IOR,305,,10,P-Channel TX,,,,,0x62 - Acknowledge User Data,,,,,,,,,,,,,,
7/03/2014 16:43:00.905,35200217,SITADP (3047),IOR-P10500-0-3859,IOR,305,,10,P-Channel TX,,,,,0x71 - User Data (ISU) - RLS,,,,,,,,,,,,,,
7/03/2014 16:43:00.905,35200217,SITADP (3047),IOR-P10500-0-3859,IOR,305,,10,P-Channel TX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,,,
7/03/2014 16:43:00.905,35200217,SITADP (3047),IOR-P10500-0-3859,IOR,305,,10,P-Channel TX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,,,
7/03/2014 16:43:00.905,35200217,SITADP (3047),IOR-P10500-0-3859,IOR,305,,10,P-Channel TX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,,,
7/03/2014 16:43:10.405,35200217,SITADP (3047),IOR-P10500-0-3859,IOR,305,,10,P-Channel TX,,,,,0x61 - Request for Acknowledge (RQA) User Data,,,,,,,,,,,,,,
7/03/2014 16:43:12.407,35200217,SITADP (3047),IOR-R1200-0-36ED,IOR,305,,4,R-Channel RX,,,,,0x62 - Acknowledge User Data (R-channel),,,,,,,,,,,,126,,14920
7/03/2014 16:55:23.907,35200217,SITADP (3047),IOR-R1200-0-36ED,IOR,305,,4,R-Channel RX,,,,,0x22 - Access Request (R/T-Channel),,,,,,,,,,,,156,,15200
7/03/2014 16:55:24.405,35200217,SITADP (3047),IOR-P10500-0-3859,IOR,305,,10,P-Channel TX,,,,,0x51 - T-Channel Assignment,,,,,,,,,,,,,,
7/03/2014 16:55:28.290,35200217,SITADP (3047),IOR-T1200-0-3718,IOR,305,,12,T-Channel RX,,,,,0x71 - User Data (ISU) - RLS,,,,,,,,,,,,157,,10220
7/03/2014 16:55:28.409,35200217,SITADP (3047),IOR-T1200-0-3718,IOR,305,,12,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,157,,10220
7/03/2014 16:55:28.569,35200217,SITADP (3047),IOR-T1200-0-3718,IOR,305,,12,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,157,,10220
7/03/2014 16:55:28.747,35200217,SITADP (3047),IOR-T1200-0-3718,IOR,305,,12,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,157,,10220
7/03/2014 16:55:28.889,35200217,SITADP (3047),IOR-T1200-0-3718,IOR,305,,12,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,159,,10220
7/03/2014 16:55:29.049,35200217,SITADP (3047),IOR-T1200-0-3718,IOR,305,,12,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,159,,10220
7/03/2014 16:55:29.247,35200217,SITADP (3047),IOR-T1200-0-3718,IOR,305,,12,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,159,,10220
7/03/2014 16:55:29.369,35200217,SITADP (3047),IOR-T1200-0-3718,IOR,305,,12,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,159,,10220
7/03/2014 16:55:29.529,35200217,SITADP (3047),IOR-T1200-0-3718,IOR,305,,12,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,160,,10220
7/03/2014 16:55:29.689,35200217,SITADP (3047),IOR-T1200-0-3718,IOR,305,,12,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,160,,10220
7/03/2014 16:55:29.849,35200217,SITADP (3047),IOR-T1200-0-3718,IOR,305,,12,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,160,,10220
7/03/2014 16:55:30.009,35200217,SITADP (3047),IOR-T1200-0-3718,IOR,305,,12,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,160,,10220
7/03/2014 16:55:30.169,35200217,SITADP (3047),IOR-T1200-0-3718,IOR,305,,12,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,159,,10220
7/03/2014 16:55:30.362,35200217,SITADP (3047),IOR-T1200-0-3718,IOR,305,,12,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,159,,10220
7/03/2014 16:55:30.502,35200217,SITADP (3047),IOR-T1200-0-3718,IOR,305,,12,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,160,,10220
7/03/2014 16:55:30.538,35200217,SITADP (3047),IOR-T1200-0-3718,IOR,305,,12,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,160,,10220
7/03/2014 16:55:32.249,35200217,SITADP (3047),IOR-T1200-0-3718,IOR,305,,12,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,159,,10220
7/03/2014 16:55:32.409,35200217,SITADP (3047),IOR-T1200-0-3718,IOR,305,,12,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,159,,10220
7/03/2014 16:55:32.569,35200217,SITADP (3047),IOR-T1200-0-3718,IOR,305,,12,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,159,,10220
7/03/2014 16:55:32.729,35200217,SITADP (3047),IOR-T1200-0-3718,IOR,305,,12,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,159,,10220
7/03/2014 16:55:32.905,35200217,SITADP (3047),IOR-T1200-0-3718,IOR,305,,12,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,160,,10220
7/03/2014 16:55:33.049,35200217,SITADP (3047),IOR-T1200-0-3718,IOR,305,,12,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,160,,10220
7/03/2014 16:55:33.237,35200217,SITADP (3047),IOR-T1200-0-3718,IOR,305,,12,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,159,,10220
7/03/2014 16:55:33.369,35200217,SITADP (3047),IOR-T1200-0-3718,IOR,305,,12,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,159,,10220
7/03/2014 16:55:33.529,35200217,SITADP (3047),IOR-T1200-0-3718,IOR,305,,12,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,160,,10220
7/03/2014 16:55:33.689,35200217,SITADP (3047),IOR-T1200-0-3718,IOR,305,,12,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,160,,10220
7/03/2014 16:55:33.849,35200217,SITADP (3047),IOR-T1200-0-3718,IOR,305,,12,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,158,,10220
7/03/2014 16:55:34.009,35200217,SITADP (3047),IOR-T1200-0-3718,IOR,305,,12,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,158,,10220
7/03/2014 16:55:34.169,35200217,SITADP (3047),IOR-T1200-0-3718,IOR,305,,12,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,159,,10220
7/03/2014 16:55:34.329,35200217,SITADP (3047),IOR-T1200-0-3718,IOR,305,,12,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,159,,10220
7/03/2014 16:55:34.489,35200217,SITADP (3047),IOR-T1200-0-3718,IOR,305,,12,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,158,,10220
7/03/2014 16:55:35.405,35200217,SITADP (3047),IOR-P10500-0-3859,IOR,305,,10,P-Channel TX,,,,,0x62 - Acknowledge User Data,,,,,,,,,,,,,,
7/03/2014 16:55:35.905,35200217,SITADP (3047),IOR-P10500-0-3859,IOR,305,,10,P-Channel TX,,,,,0x71 - User Data (ISU) - RLS,,,,,,,,,,,,,,
7/03/2014 16:55:35.905,35200217,SITADP (3047),IOR-P10500-0-3859,IOR,305,,10,P-Channel TX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,,,
7/03/2014 16:55:35.905,35200217,SITADP (3047),IOR-P10500-0-3859,IOR,305,,10,P-Channel TX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,,,
7/03/2014 16:55:35.905,35200217,SITADP (3047),IOR-P10500-0-3859,IOR,305,,10,P-Channel TX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,,,
7/03/2014 16:55:37.907,35200217,SITADP (3047),IOR-R1200-0-36ED,IOR,305,,4,R-Channel RX,,,,,0x62 - Acknowledge User Data (R-channel),,,,,,,,,,,,156,,15200
7/03/2014 16:55:38.407,35200217,SITADP (3047),IOR-R1200-0-36ED,IOR,305,,4,R-Channel RX,,,,,0x22 - Access Request (R/T-Channel),,,,,,,,,,,,155,,15220
7/03/2014 16:55:38.905,35200217,SITADP (3047),IOR-P10500-0-3859,IOR,305,,10,P-Channel TX,,,,,0x51 - T-Channel Assignment,,,,,,,,,,,,,,
7/03/2014 16:55:42.748,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,0x71 - User Data (ISU) - RLS,,,,,,,,,,,,161,,10240
7/03/2014 16:55:42.909,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,161,,10240
7/03/2014 16:55:43.068,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,162,,10240
7/03/2014 16:55:43.260,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,162,,10240
7/03/2014 16:55:43.405,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,160,,10240
7/03/2014 16:55:43.548,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,160,,10240
7/03/2014 16:55:43.740,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,161,,10240
7/03/2014 16:55:43.868,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,161,,10240
7/03/2014 16:55:44.029,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,160,,10240
7/03/2014 16:55:44.188,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,160,,10240
7/03/2014 16:55:44.348,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,160,,10240
7/03/2014 16:55:44.508,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,160,,10240
7/03/2014 16:55:44.669,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,160,,10240
7/03/2014 16:55:44.828,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,160,,10240
7/03/2014 16:55:44.988,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,159,,10240
7/03/2014 16:55:45.028,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,159,,10240
7/03/2014 16:55:46.748,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,160,,10200
7/03/2014 16:55:46.909,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,160,,10200
7/03/2014 16:55:47.068,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,160,,10200
7/03/2014 16:55:47.229,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,160,,10200
7/03/2014 16:55:47.390,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,159,,10200
7/03/2014 16:55:47.549,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,159,,10200
7/03/2014 16:55:47.709,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,161,,10200
7/03/2014 16:55:47.899,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,161,,10200
7/03/2014 16:55:48.028,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,162,,10200
7/03/2014 16:55:48.188,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,162,,10200
7/03/2014 16:55:48.355,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,162,,10200
7/03/2014 16:55:48.509,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,162,,10200
7/03/2014 16:55:48.669,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,164,,10200
7/03/2014 16:55:48.828,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,164,,10200
7/03/2014 16:55:48.988,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,163,,10200
7/03/2014 16:55:49.906,35200217,SITADP (3047),IOR-P10500-0-3859,IOR,305,,10,P-Channel TX,,,,,0x62 - Acknowledge User Data,,,,,,,,,,,,,,
7/03/2014 16:55:50.905,35200217,SITADP (3047),IOR-P10500-0-3859,IOR,305,,10,P-Channel TX,,,,,0x71 - User Data (ISU) - RLS,,,,,,,,,,,,,,
7/03/2014 16:55:50.905,35200217,SITADP (3047),IOR-P10500-0-3859,IOR,305,,10,P-Channel TX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,,,
7/03/2014 16:55:50.905,35200217,SITADP (3047),IOR-P10500-0-3859,IOR,305,,10,P-Channel TX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,,,
7/03/2014 16:55:50.905,35200217,SITADP (3047),IOR-P10500-0-3859,IOR,305,,10,P-Channel TX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,,,
7/03/2014 16:55:52.907,35200217,SITADP (3047),IOR-R1200-0-36ED,IOR,305,,4,R-Channel RX,,,,,0x62 - Acknowledge User Data (R-channel),,,,,,,,,,,,159,,15200
7/03/2014 16:55:53.407,35200217,SITADP (3047),IOR-R1200-0-36ED,IOR,305,,4,R-Channel RX,,,,,0x22 - Access Request (R/T-Channel),,,,,,,,,,,,159,,15240
7/03/2014 16:55:53.905,35200217,SITADP (3047),IOR-P10500-0-3859,IOR,305,,10,P-Channel TX,,,,,0x51 - T-Channel Assignment,,,,,,,,,,,,,,
7/03/2014 16:55:57.748,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,0x71 - User Data (ISU) - RLS,,,,,,,,,,,,163,,10240
7/03/2014 16:55:57.910,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,163,,10240
7/03/2014 16:55:58.087,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,162,,10240
7/03/2014 16:55:58.228,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,162,,10240
7/03/2014 16:55:58.388,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,164,,10240
7/03/2014 16:55:58.548,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,164,,10240
7/03/2014 16:55:58.708,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,164,,10240
7/03/2014 16:55:58.869,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,164,,10240
7/03/2014 16:55:59.028,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,163,,10240
7/03/2014 16:55:59.188,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,163,,10240
7/03/2014 16:55:59.348,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,162,,10240
7/03/2014 16:55:59.508,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,162,,10240
7/03/2014 16:55:59.669,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,162,,10240
7/03/2014 16:55:59.828,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,162,,10240
7/03/2014 16:55:59.988,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,163,,10240
7/03/2014 16:56:00.060,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,163,,10240
7/03/2014 16:56:01.749,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,164,,10240
7/03/2014 16:56:01.909,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,164,,10240
7/03/2014 16:56:02.068,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,163,,10240
7/03/2014 16:56:02.229,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,163,,10240
7/03/2014 16:56:02.388,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,163,,10240
7/03/2014 16:56:02.548,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,163,,10240
7/03/2014 16:56:02.747,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,163,,10240
7/03/2014 16:56:02.868,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,163,,10240
7/03/2014 16:56:03.028,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,163,,10240
7/03/2014 16:56:03.188,35200217,SITADP (3047),IOR-T1200-0-36D7,IOR,305,,8,T-Channel RX,,,,,Subsequent Signalling Unit,,,,,,,,,,,,163,,10240
